,Rating,Review_Title,Review
837,8,Amazing movie!,Star wars movies are amazing and i have nothing bad to say about them.
838,10,ROTS finally lives up to all the hype the Star Wars Prequels should have delivered...,"The Prequel Trilogy is Complete with the final installment re-assuring us Star Wars fans that George Lucas is still very capable of making a true Space Opera like he did with Star Wars: A New Hope, which was the only film he directed in the Original Trilogy."
839,4,The Fourth Star Wars Classic,"If there's one thing I've heard about Star Wars since 1999 it's been that Episode I and II don't even come close to the greatness of the original trilogy. And this is very true, those two movies pale in comparison on all levels to episodes IV, V and VI. I had high hopes for Episode III anyway."
840,3,Not Impressed with The Sith etc.,"My wife and I just got back from seeing this movie,and we are very disappointed. It has taken the last 3 episodes for me to realize a few things. For one, there is absolutely little or NO chemistry between Hayden C. and Natalie P. All of their scenes seem to be forced. Another is Ewan McGregor. I love this guy in ALL his other movies, he is talented as hell, but here he is trying to be the wise old Obewan, (Alec Guiness) instead of being a younger more vibrant Obewan."
841,5,Huh?,I'm writing this as a combination of all the prequels - note that in my opinion the 3rd was JUST as bad as the 1st and 2nd.
842,10,This was the best!,"First of all, if this doesn't get an Oscar nomination for best picture, and Ewan McGregor doesn't get a nomination for best actor....well I guess we already know the Oscars ""aren't fair"" so maybe that won't prove anything! But in a just world, these things would happen! I thought all the performances in this movie were first rate. Hayden Christiansen as Anakin also turned in a stellar performance. The rest of it was anything a true Star Wars fan would want from Light Saber battles to Wookies to the Droids! I'll be honest...I cheated and read the book first. So I knew what the story was. I remember thinking as I finished the book that the movie would stand or fall on the acting abilities of Christiansen and McGregor. As you can see from my comments above on those actors, I didn't think it disappointed one little bit! The movie lived up to the book, it lived up to the hype, it lived up to the legend which is Star Wars!"
843,10,It's an instant classic like the original.,"Revenge of the Sith could shatter box office records. Of course as anyone with any knowledge of macroeconomics (very few people) knows that really is meaningless because it doesn't account for inflation! But in any case it is one amazing film. The movie is fast-paced despite being over two and a half hours long. Some of the fighting became a little cheesy at times, more like a video game than a movie, but it didn't fall into this trap as much as the Matrix did. Early on the droids that Obi Wan and Anakin fight are literally no challenge. They are mowed down within seconds. I wish they would put up more of a challenge."
844,9,Amazing & Spectacular!,"As a fan of the old Star Wars Trilogy and one of those not too shattered by how glamor was given higher priority to quality in 1999's Episode I and 2002's Episode 2, I somewhat hoped Star Wars III: Revenge of the Sith would be better than those. And I must say, it helped to be hopeful :-) The fact that this movie had to be a mere filler between the romance ruined Attack of the Clones and Star Wars IV: A New Hope (1976) probably helped a good deal. I'm also certain George Lucas finally heard the pleas of Star Wars fans not to wither away from the class that the original trilogy had, and how glamor and romance were not as important as the concept of ""a long time ago, in a galaxy far far away..."" Indeed, Star Wars III delivered very well. Good special effects, continuity (another lacking factor in episodes I & II), better acting, better makeup, less annoying characters (Jar-Jar, thank you for not speaking), and much better and maturer acting by Hayden Christiansen & Natalie Portman somehow managed to keep viewers attentive about the movie from the beginning to the end. From how Anakin was a hero of a Jedi to what drove him to the dark side - was illustrated exceptionally well. His transformation into the sith Lord Vader was the highlight of the movie, as was the final fight scene between Anakin and Obi Wan Kenobi. Ewon McGregor played a role much older to himself but did a superb job as the Jedi Master. Samuel L. Jackson filled in well as Mace Windu, as did the animated and automated Yoda, R2D2 and C3PO (a little annoying but he was ""helpless""). It has always been a delight to see Yoda preach and fight. The introduction of Chewbacca and Plo-Koon the wookies was also well done. They could have added Hans Solo's introduction as well (he was a young pilot then according to the book X-Wing), but glad they did not as an actor would have to be as sarcastic and carefree as Harrison Ford from the old trilogy."
845,4,Is this what society has come to?,"Although the end to the ongoing Star Wars ride explains much of how the older Star Wars began, I think we could have been spared this overly glorified prequel. The original Star Wars was gripping, edge-of-your-seat action that was way ahead of its time and although the story had many twists and turns in the plot, the real attraction was the special effects. It's possible that despite the effects that were put on screen in Revenge of the Sith, these movies were just made too late to really have the same effect on the audience. The cheesy, over dramatic lines put more of a grimace on the face of the audience than a look of delight, and the desire to have incredible effects from the filmmakers was overwhelming as you watched the film. Although the love story between Padame and Anikan was touching, the overall mood of the first two prequels was action. It clashed with what the filmmakers were going against for the past two films."
846,10,Peak,Everything about this film the tragedy the start the dialogue just felts so we'll to such a tragedy of the best fictional character and losing everything he loved to save the women he loves and getting manipulated this movie gets so much hate when to me it's a masterpiece and I can watch this all the time and seeing the end of an amazing brotherhood is just sad and Padmes death really hit hard I love vaders origin. Also all the fights scenes are so well done and the actors did a hell of a job with it and George Lucas casually made a masterpiece it's definitely a movie I'll continue to watch and show my kids one day.
847,3,Did anybody WATCH the movie???,"Has the whole world gone mad? Have otherwise intelligent movie critics taken a long walk off the short pier into the abyss of stupidity? The movie was dreadful. Oh yes, it was the best of the 3 new ""Star Wars"" movies, but that's like saying you're the best hockey team in the Congo. I think I know how Will Ferrell's character felt in ""Zoolander"". I couldn't stop laughing and for all the wrong reasons."
848,6,"The Best of the Prequels DOES NOT Equal a ""Good Movie""","Let me just say straight off that I'm a huge Star Wars Fan and in my eyes, the Original Trilogy are some of the greatest films ever made. Now that that's out of the way let's review this: There are some positives about this movie - not many - but there are positives. First off, let me list the positives. Thankfully, this movie is a massive departure from the previous two in terms of the tone. Gone are the days of JarJar Binks' idiotic slapstick and cringe-inducing child actors in pivotal roles, (Jake Lloyd anyone?). Also, in spite of the bad acting running rampant through this, and all other prequels, Ian McDiarmid does do a pretty admirable job in the role of Palpatine. He's the best actor and (coincidentally) does the best job with the material given to him in the film. Lastly, let's recognize some pretty damn good special effects. The special effects were outstanding, despite being the only real backbone to the film and not an interesting story of any kind. This brings me into the negatives of the film, and there's A LOT, so let's dive right in. First of all, as I just said, there isn't much of a story left. What I mean by that is that after the horrid debacle of the previous two films, the only thing that's really left to happen in this movie is the actual transition of Anakin Skywalker over to the Dark Side of the Force. Now, I'm sure that you (like I did when I was a kid) thought that would be a really cool concept: The movie could take it's time to develop the one defining catalyst that pushed Anakin over the edge after years spent in war and strife. You finally get to see the one singular second that forces Anakin to become Darth Vader and live a life of servitude and misery. And we as an audience could finally be redeemed from two films of crap...But no, we get the most stale, manufactured, insincere, boring and unbelievable character arcs in film history. I mean come on, I could buy the whole thing where Anakin reacts on impulse and severs Mace Windu's hand at the chance to save his wife from imminent death, but when it actually happened, it just seemed to me like that if Yoda had been there and run into the room at that very second and handed Anakin a MilkyWay, he wouldn't have turned to the Darkside. Basically, the entire Star Wars Prequel Saga tried (and failed I might add) to tell a similar story to Citizen Kane. Is that a common comparison? Yes. Is it inaccurate? No. Let me compare the two side-by-side and you decide for yourself if the characters and story are similar: CITIZEN KANE - A young boy is taken from his home at a young age and separated from his beloved mother. Flash forward to his young adult hood and we see that he is a brazen, idealistic person with a code that he lives by called the Declaration of Principles. Finally we see him mature into a very powerful and successful business man who has everything he wants, but eventually his power corrupt him and he becomes an arrogant and belligerent jerk who forces everyone he loves away from him. He eventually dies a very miserable and lonely man. OK, now there are obviously big differences in locations, events and people outside of Kane/Skywalker, but the basic character motivations that affect them are the same. Why were the Star Wars Prequels not just one movie, very similar in structure to Citizen Kane? I can tell you it's not because it couldn't have been done. In fact, George Lucas did base the original Star Wars movie off of an Akira Kurisawa film entitled ""The Hidden Fortress"". The Hidden Fortress is essentially the same story as Star Wars, but it's told in a way with Robots and not Japanese Peasants. Same rule applies to The Prequels and Citizen Kane. The reason why the prequels became three movies and not just ""The Star Wars Prequel"" is because Star Wars and its accompanying sequels are titled ""Episode IV, V, & VI"", respectfully. I'm sorry to break it to all you fan boys out there, but that's why we have 3 crappy movie and 3 great movies in this franchise, and not 4 great movies in this franchise. Now, moving away from the story and how it relates to other things, let's discuss the acting further. Ewan McGregor is pretty good in the role of Obi-Wan and Natalie Portman does a very good job with her crappy role. That's it. Now, moving onto the CGI in the movie. It is very good, but it's only good in its own right. What I mean by that is that though it's technologically impressive, it's wrong in the context of the story. There's no reason why there needs to be CGI everywhere in a scene that just involves two characters talking. It could (and should) just be a practically built set with CGI out a window or something. This is especially true considering that every single scene in this movie that is not intensive in CGI is shot like a soap opera in shot-reverse shot. Not only is this a sign of lazy filmmaking, but it's also a constant reminder of the lost potential that this and the other prequels had. While I'm on the subject of storytelling, the tone of this movie is A LOT darker than the other two prequels. That's good in the sense that we don't have to sit through anymore horribly idiotic scenes that leave us adults rolling our eyes. That being said, why was this movie SO DARK? I understand that Darth Vader was a bad guy, but did he have to be a homicidal maniac that killed small children? NO. Not needed. I'm going to stop before this gets ridiculous. Thanks."
849,9,"Best of the prequels, 3rd best overall","Episode 3 falls short of the Empire and A New Hope as there are still a few minor weaknesses compared to those films but is much better storytelling than Episode VI, and is a very significant improvement over Episodes I and II."
850,7,excellent when viewed as part of a larger story,******This comment contains spoilers********** 
851,9,Bayeaux Film-making,"This is a grand tapestry of a film, weaving iconic mythological images with a tangible science-fiction realm. As with all legends, the elite play out their tragedies and apotheoses for us - despite the pro-democracy message the film concentrates on events involving kings and lords, princesses, leaders and knights."
852,10,A Star Wars tragedy.,Star Wars is already a very interesting fantasy world that has been shown. This is my favorite movie of this kind.
853,9,Good Bridge to Episodes IV-VI,"Star Wars III will endure because a)as part of an epic, it explains a lot about why things are how they are in the earlier and later episodes, while bringing two relatively disjointed sections (the fancy but vacuous I and II with the more substantive IV-VI) together and b) as a film on its own standing, the characters and narrative are more fleshed out while including grand battles."
854,9,The best of the prequels,Star Wars revenge of the sith is one the best Star Wars movies it was the best action and had the best ever lightsaber fight ever and it shows anakin Skywalker's turn to the dark side and into darth Vader and darth sidious is the best character in this film and obi wan is another great part of this movie since he has the high ground and another great thing about this movie is that the villain actually wins in the movie the only thing I don't like is some of the cheesy dialogue which sound really bad
855,1,The Hollywood 'Mahaabaaratham' finally came to an End,"First of all I am not from America and thank God, am not a Star Wars Super Freak. This is my first comment to a Star War movie. Even though I don't like the original Star Wars movies, and hates its new prequels, I wanted to watch the 'last epic event' in theaters. This was my first Star War movie (and probably the last one) I ever watched on a theater, because I was not born on the original trilogy times and was un-attracted to the new prequels."
856,1,Pure rubbish,"I haven't been a huge Star Wars fan, but I did enjoy Episodes 4-6 back in the day. 1 & 2 were worthless, and this one is no different than Lucas's other two recent failures."
857,5,Boring...,"Although this film certainly contained a small amount of emotional impact dearly lacking from Eps I & II, overall, I found this film to be boring. And if I never see another wide-angle shot of a perfectly realized computer generated image of a futuristic alien city, I certainly won't mind. This film is over-loaded with them."
858,6,Revenge of the Sith,"Definitely the best of the bunch! Jesus that ending is pretty graphic for a movie targeted towards kids haha! The birth of Luke and Leia, But also the birth of many memes from these films. The prequels as a whole I'd give a 7/10! Hoping the first three are better."
859,9,"A new ""Star Wars"" movie...","Not the two ""things"" that preceded it."
860,10,BEST STAR WARS MOVIE,An awesome movie. impeccable. clones and revenge of the sith were always better than the previous movie.anakin skywalker's dard vader could only be handled so perfectly ... anakin skywalker - obi wan and master yoda - dard deserved sidious dueling ... I remember watching them over and over again and again and again about 20 times ... luke and We see the birth of Leila in the film ... Let me tell you that the script is fully seated
861,5,ROTS - Tedious and over-political.,"Well, I have seen ""Revenge of the Sith"" and I find it interesting to note that - appropriately - the initials are ROTS."
862,8,Very good.,"I have to say it was a great movie to end off the trilogy, but Hayden Christensen's acting was just awful. He shows absolutely no emotion and in some bits Ewan McGregor showed no emotion either"
863,9,This is the Darkest of the Star Wars movies,"With out a doubt this is the darkest of all the movies in the Six part Star Wars movie series. The movie starts off light hearted enough, there are plenty of laughs within the first huge action sequence which brings back a small space battle though complex and wonderful and as good as the original trilogies space battles, it just isn't enough. Not after spending nearly 2 whole movies before this one not in Space at all. The movie moves very quickly which is a good thing, though there are parts after the rescue of Palpatine that kind of drag along, namely the scenes between Padame and Anakin, though they aren't all that bad at all and do add tension to the rest of the film. How the emperor turns Anakin is inspiring and wonderful, he uses Anakin's weakness against him, a weakness that by now after two movies and most of the third we know fully, his love for those that he cares about and does not wish to loose."
864,9,The THIRD best Star Wars!,"I am sure many people reading this will by now have seen the film, however, I won't be adding any spoilers ""just in case"""
865,10,The end of a visionary saga (CONTAINS SPOILERS),"After 28 long years of box office success, the Star Wars saga has finally reached its end. In 1977, George Lucas would release a film that has been considered to be the most successful film series of all time."
866,2,Bad Ending,"What a sad way to end a once great movie series. If George Lucus waited because there wasn't the technology to make the last three how he wanted, then he should have just filmed them anyways. The past three movies were so special effect saturated it ruined them. It doesn't make sense when the first three were mild on the technology and the last three were heavy on it, so it doesn't make sense where did all the technology, the cities, the crafts you see in the versions 1-3 to 4-6? This movie was in a hurry to get loose ends tied up and did such a bad job of it it got really bad in the end when Lucas thought he had to start mimicking things that were done in the first three. Obi-Wan twisting his mustache, Uncle Owen striking a Luke pose at the end, when he supposedly was against anything to do with the Jedi's. Lucas was on a roll with the writing when he wrote the first three that even if he couldn't do what he wanted technically until now, he should have at least written them, that way they would have had what the others did, a great plot. Waiting too long really messed these past three up. Lets all hope that too much time hasn't passed for him to write a good script for Indiana Jones 4."
867,,The saga ends,And so George Lucas brings his epic Star Wars saga to an end by finally letting the audiences see how the villain from the original trilogy Darth Vader came to be.
868,5,A Terrible Waste,"Before starting this review, I think it should be pointed out that the Phantom Menace is my most disliked movie ever, but I was an obsessive fan of the originals. Please don't listen to those misguided people who hail this movie as a masterpiece. Okay, it does start reasonably well and ends decently (barring Darth Vader's truly ludicrous 'nooooooo'), but the other hour and a half is junk. It's true to say that Revenge of the Sith is the best of the trilogy, but that really doesn't mean a thing."
869,1,Wounded me you have.,"Way to go Lucas. Not only did you waste many years in bring these piles of crap to the screen (when in reality, it could've all been done in 6 months) you totally destroyed the best movies series of all time."
870,5,"An improvement on previous prequels, but that's about it...","George Lucas conceptualized a world that would eventually capture the hearts of millions. With the help of talented individuals like John Williams, Ben Burtt and Ralph McQuarrie, he brought it to life. For many of the children of the 70s and early 80s, the Star Wars phenomenon served as a monumental inspiration that would resonate throughout their lives. Mr. Lucas' contemporary attempts to return us to a galaxy far, far away don't seem to have quite the charm that the original Star Wars trilogy did, but Star Wars - Episode III: Revenge of the Sith comes the closest of all the prequel trilogy films to recapturing the feel of the original vision as it was presented to audiences over twenty years ago."
871,3,"I would call it a joke, but it's not even funny.","First off, how could anyone above the age of 6 give this movie more than 5 stars? The movie contains tons of logical errors, lengthy-and-stupid-dialogue (don't get me wrong, i have nothing against lengthy dialogue, as long as it is not as incredibly boring, meaningless and badly-written as it is in Episode III) and VERY bad acting (Ian McDiarmid and Hayden Christensen act so bad, it almost had me crying). Also, i can still only repeat that Samuel L. Jackson has nothing to do in a Star Wars movie. Nothing at all. Ewan McGregor and Natalie Portman are the only actors who do a halfway decent job in this movie. Also, Grievous is very disappointing, if you saw the animated series ""Clone Wars""."
872,9,A fantastic ending to a flawed Trilogy,"This movie was by far the most surprising of the three prequel Star Wars films. It had a ton of groundcover like the second one but somehow managed to make it all palatable and not feel rushed or Hollow. The acting between Anakin and Obi-Wan and the final scene is probably one of the best acted scene in all of the Star Wars movies in my opinion you could truly feel the emotion behind Obi-Wan's eyes and, i'm not gonna lie, me and my wife both shut a tear both shed a tear. I know the prequel's get a lot of hate but if there's anyone of them that you're going to watch especially now that the Obi-Wan show is out you should really consider watching this one as it gives you a lot of fantastic context to the first trilogy and the new Star Wars shows like Obi-Wan, Mandalorian, and Boba Fett."
873,9,"The darkest chapter, the end of the tunnel, then the light of ""a new hope"" on the horizon...","Well, my only disappointment with Episode III is that I felt Anakin's reaction to Padme's death was ruined by the Darth Vader mask. I was hoping to see the burnt and crippled Anakin told about Padme while he was being repaired in the hospital. I would have liked to see Hayden's face, see him cry in anguish, knowing that after everything he did to ""save"" her, he actually was the one who killed her. Not by the death choke, but by killing her belief in him, killing her will to live. How horrible to learn that your husband has turned to evil when you're about to give birth to his children??? If you loved Anakin as much as she did, nothing could save you. Her hope and faith in him was destroyed, and that was a very powerful and emotional scene when she said, ""You're breaking my heart!!!"" Natalie Portman is to be commended for such a strong supportive role. Anyway, back to Anakin. Once that mask was on, he was indeed more machine than man, and the whole ""anguish and grief"" thing with Vader just didn't do it for me. "
874,8,The only worthy Star Wars film of the second trilogy,"After the pathetic Episodes I and II, Revenge of the Sith comes as a worthy addition to the franchise. It has a believable plot, good performances and the (wonderful) audiovisual effects complimenting and not starring in the film. It is utmost enjoyable, covers the plot holes from all previous films and leaves the viewer with a feeling of closure. I would go as far as considering this the deepest and darkest film of all six. If you leave your childhood fondness aside, RotS is definitely more subtle than the original trilogy. My only objection, we are still subjected to the love story torture, but it is definitely more bearable than the Episode II abomination. Finally, George Lucas is back with a vengeance (or is it a Revenge?)"
875,1,Scene after scene of boring chatter,"I REALLY did have high hopes for this movie. I'm not the biggest Star War fan out there, but the original three are some of my favorite movies, and are what made me as a kid want to get into movie making. When this movie starts off, of course there is a gigantic space battle and all, which was a little bit of computer graphic overkill. Then that scene comes to a climax, and of course, you couldn't care how it ends, because at that time, you're busy trying to get your equilibrium back in order. After that the film is mostly made up of scene after scene of boring chatter, basically nothing more than tying up loose ends of the six-part storyline. ""Where the Vader name came from"", and so forth. Honestly, I think this seemed more of a fan film made by an over computerized 14 year-old. The dialog's pretty childish, and the acting is over the top. The only thing to keep us in our seats and from leaving the theatre are the light saber fight scenes. The are all well done, and the only thing the actors seem to have a grasp of. The only disappointing fight scene was with the grevious character. I am still boggled by that character. Was he half human/half robot or what? E-mail me if you know! And the way he dies was just as pathetic as Mace Windu's death. ATTENTION SAMUEL L. JACKSON: Guess what? You DID go out like a bit** a$$ punk! The entire theatre LAUGHED when he was done with! So over all: If you are completely obsessed with the franchise, you've already seen it. If your not, wait till DVD and just rent it. E-mail me with any comments on this at moviekid21@msn.com"
876,7,"Good movie, plagued by some of the problems of the prequels","By now I'm sure everyone's had their say on the overall merits of the movie, so I'll be brief."
877,10,Superb. A Cinematic Achievement.,"Honestly. This is the greatest movie ever made. I am deeply saddened by the fact that i will never see a movie as good as this again, as long as I live. You may think that i am being sarcastic, but i am being 100% honest. If this movie was a person, i would marry it. Obi-Wan and Anakin's ""Battle of Heroes"" intercut with the Yoda and Palpatine's fight was the most amazing thing i have even seen put on the screen. "
878,9,Best Star Wars Film,I'll start by saying a ton was asked of this film: to end a poorly recieved trilogy and to lead the story into the most iconic sci-fi film of all time (SW: New Hope). This movie follows what is in my opinion the worst or maybe second worst star wars live action film (SW: Attack of the Clones) and has to cover a lot of ground. Hayden Christiansen as Anakin and Ewan McGregor as Obi-Wan is the best casting we could ask for. They ace their roles and dialogue. The film does a great job with General Grevious. It handles very well (the most critical part of the story) the development of Anakin Skywalker. George Lucas really pulled it all together soo well to create well built huge moments and a strong plot. We can feel alot of Anakin's strife and struggle in the film. The plot is so strong. This film did more for Star Wars than anyone gives it credit for and it keeps us having a blast along the way.
879,10,Best Star wars movie yet!,"Even if I loved the old Star Wars movie, I couldn't help but to enjoy this one better. It was so incredible tragic! And it had such a horrific ""love story"", that I was about to scream. luckily the good old robots R2D2 and C3PO we're still as funny as usual. Obi-wan's and Anakin's friendship was played out perfectly. I think Ewan McGregor did the best performance in the whole movie. Hayden Chirstensen was so bad himself, especially at the end of the movie. Padme (Natalie Portman) had the best costumes. The special effects we're totally cool and nicely done. If you would like to see the star wars movies, I would recommend you to watch THE OLD ONES first, and then the new ones. (Even if this ones the only new one that's good). I give this 5/5"
880,5,"duped again, but how could you be surprised by now?","Incredible movie! The acting was terribly terribly brilliant. The character development superb. Flawless plot line with beautiful chemistry between the deep, interesting, well developed characters. A brilliantly executed theme worthy of Shakespearian measures! The articulate six year old has spoken! EEEEHH! Sarcasm alert! Maybe I was reviewing episodes 10,11,and 12 which of course will wow audiences only to leave that same legion of geeks disappointed when episodes 7, 8, and 9 come out twenty years later."
881,8,Feeling the Force again,"Revenge of the Sith repairs the disappointment of the first two episodes. It has a good story, good action and good acting. Politics are not unnecessary complicated, as in Attack of the Clones, but simple and deceiving. The Jedi Council's motives may be true and good, their actions are not and it is them who allow the evil to take root in Anakin. His drift to the dark side of the force is carefully prepared even though a little short breathed in the decisive moment. Hayden Christensen is a credible Anakin, torn apart by love, ambition and politics and Ewan McGregor finally looks like a Jedi Master on screen. Ian McDiarmid's emperor dwarfs both. A good story and good acting have been missing since the first minutes of The Phantom Menace, and George Lucas finally pulled it off. R2D2 in action and intense showdown duels add to the pleasure, as well as very nice editing of Anakin's and Padme's destiny."
882,6,Featuring Darth Vader's most embarrassing moment ever!,"This film concludes the new Star Wars set of films, thankfully. The first two were weak, however this one has enough to it to be considered okay in my book. Still not perfect, but there are cooler things going on in this one than happened in the previous movies. Still, the guy doing Anakin is still painful to watch and Ewan still looks like he has really no interest in being in these films, but you get a few nice fights here and there and it ends so no more Star Wars films till they remake the original movies after George Lucas dies (come on, you know it is going to happen). The plot has them rescuing the guy that would become the evil emperor in the original set of films. They face down Christopher Lee's character again and for some reason Anakin has no trouble with him this time even though Lee wiped the floor with him in the last film. This also makes the last fight between Obi Wan and Anakin make little sense as Lee is still stronger than Obi Wan. Well it is not to long before the robot warriors are defeated and the emperor makes his move by dispatching Samuel L. Jackson who likes to star in as many movies a year as possible. I like him in most films, but he just did not fit into the Star Wars universe very well. What makes this one good though is the cool ending with fights between Yoda and the emperor and Obi and Anakin. With these cool fights though come awful scenes such as Darth going ""Nooooo"" like a pansy, Amidale naming the kids, and their crudely made up plan to wipe C-3PO's memory. Seriously, he should have just been left out of this series all together. It was not like he was all entertaining in the first films, in fact he was a bit annoying then too. Another plus though is Jar Jar is limited to a non-speaking role as the sad people of Naboo mourn their loss and everyone in the known universe forgets about their planet in the next films."
883,7,Fourth Best,"It's finally over. I viewed this film over the Memorial Day weekend. It was more as an act of faith than than a burning desire. The first two films of this new trilogy have left much to desire. Episode I was a kiddie film, Spy Kids set in a galaxy ""far, far, away."" There were good sections, but not a good film. Episode II was much better but Anakin Skywaler as a petulant teen got on the nerves. Thank God American teens can't access the Force! I know that the character was supposed to be a flawed and conflicted individual, but the story and dialog did nothing to present that case. Worse, Skywalker and Padme had no chemistry. This was supposed to be a love that shook worlds and destroyed governments. That's not what I saw on film."
884,3,the same two and a half hour space geek adventure,"Star Wars: Episode III - Revenge of the Sith concludes George Lucas's space opera which first took flight back in the 1970's. The sixth installment (technically number 3 in the series, but who really cares) focuses on Anakin Skywalker's (Hayden Christensen) transformation from Jedi Knight to the Dark Side apprentice, Darth Vader. Every little detail that leads up to the already released Star Wars: A New Hope is the focal point of this final act."
885,7,"Satisfying, but I cant help feel somewhat disappointed","In ROTS, George Lucas has managed to tie and complete the SW series quite well. He links all the stories well, and ROTS flows well into Episode IV. The visuals are stunning and every scene is carefully thought out (visually that is), giving us a convincing feel of the 'realness' of this very detailed world."
886,6,Better than Episode II ...,"A better title than Episode II at least, and a better movie. This one had more feeling to it, though it wasn't as good as Episode I. The movie was sad in parts when they killed the Jedi, but that's the way it happened, so it had to happen, I guess. Hayden was great as Anakin and better looking with long hair! Though I felt sorry for Obi-Wan when Anakin betrayed him, but again that's the way it happens as the story goes. I was disappointed how the scene with Qui-Gon and Yoda which was in the book was not in the movie. At least Qui-Gon got a mention though. That was really good. I muss him Qui so much! Perhaps the Qui-Gon/Yoda scene will be in the deleted scenes when the DVD comes out. We can hope! On the whole Revenge of the Sith was a good movie. *Off to view episodes 4,5And 6 now!*"
887,7,Good.. but,"It's a nice film with a good story, exciting action scenes, great visuals, and good acting; a HUGE upgrade from the last two in the prequel series (even Hayden Christensen's done better). But. There's a problem. The movie has too many villains and sub-plots, which makes it harder to follow and in the end we have no clue who is the real bad guy. All that said, it's totally worth a watch."
888,9,Great ending to the greatest sage of all time!,"I thought this movie was great, but not nearly the best. Even though I was as excited as any other fan I did not think that the movie itself was the greatest. I love the lightsaber duels. These are awesome and exciting, but without the fight scenes I don't really see any other memorable scenes. I think the parts with the jedis dying was sad and the ending where they separate the twins and the creation of Darth Vader was disturbing, yet satisfying. I really did enjoy it and i hate to see it end, but a 9 out of 10 is fair and I think it is good enough to go see the movie again and again. Ian McDiarmid does a great job. His role as the emperor is almost so convincing I want to be a part of the dark side. Hayden Christiansen should think twice about giving up acting. He is not the best actor, but his evil transitions are phenomenal. I have not seen too many actors who have done that well with changing to evil so fast. Ewan McGregor was the best. you just like Obi-Wan Kenobi so much more than when we firstgot to know him. Natalie Portman didn't even try. She did almost terrible. If it weren't for her crying scenes I would have topped it as one of the worst acting roles I have seen in a long time. Samuel Jackson just does not convince me in this role still. I think he is one of the greatest actors but he over acts in Star Wars. I forget I'm even watching him. Maybe George Lucas is that bad at writing dialogue. Above all the characters and planets are beyond awesome. The directing is Lucas' best in a long time. The music is good but not memorable. Williams should have come up with some kind of epic anthem for the last film. I thought it was great and I hope this is not the end of a great saga."
889,4,revenge of the sith... disappointing,"I saw the movie yesterday, and am very disappointed about it. I read so many positive comments, online and in the papers that i am wondering if i saw the same movie."
890,7,"Well, it's good....","""Star Wars: Episode III - Revenge of the Sith"" is possibly the most anticipated movie of the year. And by possibly I mean definitely."
891,10,Fantastic action and explanation of how Anakin became Vader,"Numerous excellent lightsaber duels, good explanation of how a Jedi could turn into Vader, and Natalie Portman is terrific at making you feel the loss she feels when the man she loves turns against her. The fight between 4 Jedi and Palpatine was weak. All the other duels had quick, exciting moves, but this one lagged. "
892,1,A movie that only succeeds on the merits of lowered expectations...,"People have really lowered their standards in many aspects of life. Unfortunately this has also crept into the standard of entertainment we all watch. Let's face a simple truth: after the turd that was episode 1 and the arguably much worse episode 2, anything was bound to look far better by comparison. But when comparing the original trilogy to the prequel turdigy, I want you to consider the themes. Really, what ARE the themes in any of the prequels, even 3? If you're going to say anger for episode 3, that's fine but how does this one theme make this movie any good?! In order for us to enjoy this kind of film we need to have a protagonist we all clearly identify with! And do we identify with any of the Jedi? You might identify with Padme, but she doesn't really do anything except pout, cry and shoot some lasers. She's not a strong character with dimensions like Princess Leia."
893,5,"Best of the prequels, but a disappointment","*sigh*<br /><br />I can't speak for the generation who grew up with this trilogy as their Star Wars - a lot seem to love it. And I can't blame them; I grew up watching the original trilogy, and I love them unreservedly, flaws and all. But when you grew up imagining the Clone Wars, and what Obi-Wan and Anakin were like together as Jedi, when you imagined the story of Anakin's fall as dramatic and tragic, and what you get is this.... well, it's disappointing."
894,3,Episode III doesn't make sense,Let me start by saying that I am a big fan of Star Wars and I really wanted to love this movie. I stayed away from all spoilers and even most of the TV spots. I really had hoped that this final movie would answer some questions and would tie in with the original trilogy.
895,1,Clearly this movie is a test...,"for GL to see exactly how gullible his audience is. He literally shat on a really expensive film reel and released this movie, hoping... no, knowing, somehow that people would be all over it like white on rice. The plot makes no emotional sense whatsoever. The core assumption is that the soon-to-be Darth Vader is so deeply in love with Padme (Natalie Portman, who's shown herself to be an artist of at least some depth as of late); but Padme is an empty shell of a woman, weepy, pregnant, dull, blindly attached to Skywalker, though supposedly principled and wise from her time as Queen and in the Senate. The lameness of her ""willing herself to die"" won't even be touched upon here. And can anyone say Cesearean Section?! if DV-to-be was so worried that Padme was going to die in labor, why didn't the couple go to their space-age medical facility and have the babes taken out? She's clearly at least 6 months along and didn't need to carry the kids to term. It's slap-you-in-the-face stupid. "
896,3,"No, it isn't any better","Just as poorly conceived, acted and executed as the first two prequels, the groundswell of support for the latest and (let's hope) final installment in the Star Wars saga can only be chalked up to desperation on behalf of the faithful, desperate to restore luster back to the faded crown of George Lucas and company. As much as one wants to like Episode III, alas, it is just as terrible - a complete failure as a screenplay, loaded with needless scenes and characters, long stretches of tedious action sequences that do nothing to further the plot, more awful CGI and lousy dialog. Even the film's concluding third act wastes most of the opportunities readily inherent in the material - how could such a sure-fire moment as Darth Vader at last donning his helmet have been so squandered? Another mess. Thank god it's the last one and hopefully Lucas will not return to commit more crimes against cinema in the future."
897,3,"Illogical and inconsistent - Good for kids, should be an animated Disney Classic","Count Duku: a great actor like C. Lee, I would at least let him play throughout the film and not kill him off in the first 20 minutes."
