,Rating,Review_Title,Review
1194,8,The Glorious Return of the STAR WARS Saga,"STAR WARS has made its glorious return. Real STAR WARS, not that garbage about trade negotiations or Gungans or whatever. Real STAR WARS with Luke Skywalker (sort of), Han Solo, no-longer a princess Leia, and the Millennium Falcon. After reinvigorating the STAR TREK film franchise for new audiences, director J.J. Abrams stepped into what could have been a disastrous end to his career with the seventh installment of the STAR WARS saga. THE FORCE AWAKENS was no doubt the most anticipated film ever as it brought us back into the beloved universe and continues the tale thirty or so years after the end of RETURN OF THE JEDI. I saw it twice in theaters and I've watched it a few times more since it was released on home video, and I'm happy to say that my opinion on the movie hasn't changed much. THE FORCE AWAKENS is a good movie. I find it thoroughly entertaining as long as I don't think on it too much. It has some issues, as is expected of any movie, but it's so much fun to watch that I'm able mostly see past them. The beginning of a new chapter, and the passing of the torch to a new generation of heroes, THE FORCE AWAKENS is about the search for Luke Skywalker (who's gone into hidden seclusion since a pupil of his turned to the dark side) and the race to save the citizens of the galaxy from the First Order from their new super-weapon."
1195,10,Sublime experience,"The Force Awakens have exceeded my expectations by far. Is not only a beautiful story full of love for your old characters, but also a new story with lots still to unravel. Star Wars die hards won't be disappointed. Specially impressive were the special effects. Is not the typical shoot and boom, disappears in tiny little spots of light. Things get crippled here. There is a reality to the special effects, I don't know if is the fact that the film was shot in actual film, meaning chemical photographic process, props are real, there is real people inside the aliens, there are also actual miniature models of the ships. All that contributes to the ""vintage"" look of the film. Is like watching a sequel to Episode 6. Wait a minute, it is a sequel to Episode 6. So, there you have it, people. Go there and enjoy every bit of it. I'm watching it more than once. I already saw it in 3D, and loved it at first sight. Now I know everything that is going to happen, and I can go back and watch it again, but in 2D this time, to really savor every bit of it, and look for tiny details here and there. Special importance is to listen to the dialogs carefully. There is a ton of information, and they left a lot for the next two movies... or more..."
1196,6,"Much better than the prequels, but nothing special.","The Star Wars prequels were so bad that even a 10 year old could make a better movie, but JJ Abrams got so nervous that he decided to use the same story as in ""A New Hope"", but with different actors under different names."
1197,10,Absolutely Amazing,"More than 10 years after the last Star Wars movie as released, the Force Awakens was well worth the wait. The First Order is now a threat, thirty years after the defeat of Emperor Palpatine. Luke Skywalker has disappeared, leaving behind only cryptic pieces of a map to trace where he is. The Resistance, led by General Leia Organa, struggles to fight the First Order while searching for Luke. On the far off desert planet of Jakku, resistance pilot Poe tries to obtain a piece of the map to Luke's location, however Stormtroopers invade and Poe is forced to leave the map with BB-8, his droid. A scavenger, Rey, finds BB-8 and is unassumingly drawn into an epic journey, where she will come face to face with the evil dark lord, Kylo Ren, the infamous Han Solo himself, and... the Force."
1198,7,What's old is new what's new is OLD.,"First of all I was around and saw the first Star Wars IV release in 1977. It wasn't represented as part of a story. It was just ""Star Wars""."
1199,9,Awaken the force it is...(Yoda),"Star Wars:The Force Awakens. So this franchise that is about as iconic to the film industry as Titanic is to disasters, anyone and everyone knows it, has read it, or seen it. I wasn't born yet when the First film made its debut and even when Return of the Jedi came out I was still just a little guy, so it took sometime till the mid 90's when I had the wherewithal and understanding of the film. Of coarse as a teen you watched and it was good, you liked all the light-sabers, X-wings, and Tie Fighters, but little did you realize what's about to come. Graduating high school and here it is Episode 1:The Phantom Menace, drawing just as much buzz and fan fare as The Force Awakens, the story for the guys and gals that were in they're 30's when the first film was released was going to show its roots, This installment drew fans divided, some liked it, a lot did not. The story really picks up in Episode 2:Attack of the Clones, you see young Anakin Skywalker start his journey to master Jedi, learning the force from his teacher Obi Wan Kenobi. This story from beginning to end is just great, and it wasn't till Episode 3: Revenge of the Sith that now OK, yes I am officially a Star Wars superfan! Seeing the relationship between Anakin and Obi Wan, how The Dark Side twisted his mind, giving birth to The Galactic Empire, and Darth Vader. I can't tell you how many people had no idea of why Darth Vader where's the suit that he does, the helmet. If you don't know, just stop reading. So now in my 30's I have finally watched all films, all cuts, and Star Wars for me is indeed near and dear to my heart. I mean who wouldn't want to be in this future society with a lightsaber, and your looked at and revered like a CIA operative, respect. I wish in my daily life I could walk around in nice robe, have a weapon, and knowing others know that I only use my skills if I am threatened. And that's all without using and understanding the Force, I guess compare it to something that is tangible for us today, like deep meditation. Having a keen sense of danger, or when something is not right. I do feel bad for the men and women that felt just like me, and didn't make it long enough to see, yes, Episode 7:The Force Awakens. The story picks up almost 30 years after The Return of the Jedi, and the lead is a poor girl struggling to survive in a desert wasteland on planet Jakku, named(Daisy Ridley)Rey who one day here's a little droid struggling to escape from the clutches of a scavenger, BB-8. This little droid does more than hold his own, writer/director J.J. Abrams and Lawrence Kasdan and Micheal Arndt did an amazing job, and the personality they gave to BB-8 will leave you wanting one of your own, just like for everyone when I was too young it was R2/D2. R2 is an iconic figure and it's sure that BB-8 will be too. During her plight there's an ongoing struggle from the new First Order, the realigned Galctic Empire, are in search of this very same droid, suspecting it has the whereabouts of yes, who everyone is looking for, Luke Skywalker. During this one of the storm troopers has a battle of self conscious to see that what they are doing is wrong, Finn(John Boyega),he decides to escape, during this they capture a prisoner, a rebellion fighter pilot Poe Dameron(Oscar Isaac) together they escape and he tells them of his droid that he needs to find, aft crash landing and getting separated Finn finds the desert wasteland and stumbles upon, BB-8. This encounter is what takes the rest of the story off. The writing was great, the directing was spot on, obviously you can't please everyone so,there will be some to say ""should've had this, should have done that"", hell even I think that the scene where they go to the hideout and they walk into the bar, the music should have been that iconic bar tune that everyone has come know and love. J.J. Did give the fans most of what they wanted, he also made this HIS Star Wars, you did get the icons that everyone wanted, Han Solo, the Millennium Falcon, and Chewbacca. I loved this film, I would've changed only a few things, which ain't much and wouldn't have affected the story. I'm glad to see where the story is going, Episode 8 is going to have a lot of shoes to fill, because Mark Hamill will be a major player in it. Overall if your a Star Wars fan, without question your going to see it and like it. For those who read this review that aren't fans, and to those that are,MAY THE FORCE BE WITH YOU!"
1200,7,In short,"I hope people saw episode 4-5-6 before seeing this, because is doesn't seem like it. I feel sorry for kasdan who had to endure through Abrams super hollywoodification of this epic saga."
1201,1,It's Basically Episode IV Again Not really a spoiler,"I get that it is called The Force Awakens.... but they didn't have to awaken the same movie that was already done, did they?"
1202,,Star Wars is dead,"The only merit of this film, I would say, is the return of Harrison Ford and Carrie Fisher, which reminds us of our childhood memory. "
1203,9,A bridge to the next generation,"First of all, I made the perfect decision to not see any spoilers or reviews before watching Star Wars: the Force Awakes. I watched it without any prejudice nor being bothered by rumors or negative reviews. I only knew Han Solo and Chewbacca would be appeared in this episode, and that the time has passed to thirty years in the story after the defeat of Darth Vader and the Empire. I was a little worried it could be a bad film, since Disney bought the right to the Star Wars production, and George Lucas was not involved with the creation of this film. When I had a first look at the trailer, it looked good although I had somewhat of a bad feeling about the casting in which Disney tired so hard in choosing the characters not to be racist with the story."
1204,8,A cute gift to star wars fans,Compare this to episode 8 and 9 and its a masterpiece...i hope the people shredding this are doing the same to the last jedi as that is a disgrace of a film. This film obviously repeats the plot of a new hope but it is charming and well acted and full of hope and light and love for the originals. The next film however is the opposite. 1 gem in the trilogy.
1205,9,A very good sequel,***** NO SPOILERS *****
1206,9,"Simply Magical, A Dream Come True.",WARNING: Spoiler Heavy Review!
1207,6,"In short, A New Hope patch 2.0","Disney decided to tread safely, and financially, it makes absolute sense. The problem is, art always suffers from ""safe"". Then again, if you want art, don't seek it in a blockbuster. On the other hand, the reason Star Wars is so popular is because one guy decided to risk, mixing art with pop culture and risked again years later, introducing Shakespearean moral themes, deliberately strange dialogue reflecting Homer's techniques used in his epics to convey ""hidden"" messages to further emphasize the passive precognition of the Jedi. Not all the risks pay off or are noticed. Still, an artist takes those risks, and for that I am grateful they were taken by Lucas. Disney's approach on the other hand, while does have good elements in it, ultimately feels shallow."
1208,10,awesome,"While its not perfect by any means, The Force Awakens as a whole was incredible, just absolutely breath-taking. The cast and the performances were great, the characters were grounded and felt actually interesting while maintaining a skillful balance between nostalgia and future. Everything about this movie is just so perfectly executed and played out. As I said, the characters had real conflict and emotions that the audience connects with and relate to, literally no character in this film was uninteresting by any means. Sure a lot of it plays off of A New Hope and there some things about the movie that I felt were a bit off, mostly that Rey was able to pick up her use of the force and demonstrate it as if she was a trained Jedi as well as fight Kylo Ren with absolutely no light saber based training. But overall, I could not believe how good this film turned out to be, its easily one of the best films 2015 and Star Wars has to offer and would recommend for both new fans and old."
1209,6,"Good action movie, if not compared to originals","Yesterday I watched it twice on Dbox and 2-D to get feeling of both. Initial reaction, it was a good movie, and that's it. Not amazing or terrible. Now it did not reach my expectations maybe because even I did not not what was I expecting, however most of the reviews which say that it is not that good, I do agree with them somewhat(excluding the exaggeration). "
1210,10,A Graceful Sequel to the Greatest Story Ever Told,"Like many people, Star Wars was a immense part of my childhood. I watched with wonder the masterpieces of the Original Trilogy, and waited in anticipation for the Phantom Menace, a movie with expectations so high, an entire fandom would cry out in anguish if it were to let them down. And boy did it ever."
1211,6,Star Wars,"I will not be one of those people that give this movie a ""10"" because they are blind to everything and want to hype the movie. I'm not going to give this movie a ""1"" to force everyone out of the clouds, and down rank this movie as much as I can. What I will say is that this movie falls short of a Star Wars fan that has watched all of the movies countless times. I give this movie a ""6"" because this movie wasn't absolutely terrible, but it fell short of the expectations that the previous movies bring. So let's go into why I feel this way."
1212,4,Makes the prequels suddenly seem much better.,"This is the first Star Wars movie I've seen that doesn't feel like a StarWars movie. Not once. After watching this, all I could think was, heck, ""The Phantom Menace,"" Jar Jar Binks and all, was vastly more original, exciting, and fun. I like the new protagonist, and Harrison Ford and Carrie Fisher have some good moments. Did I mention that everything in the movie is a retread, mostly from A New Hope? Did I mention that it's a bloated two and a half hours long, but only seems like six? Did I mention that it never once achieves that sense of soaring wonder and elation that even the prequels occasionally achieve? This is sad."
1213,,Wonderfully enjoyable but overly derivative,"In the beginning, we had what we learned was to be a middle trilogy (1977-1983). Then, after a long wait of 16 years, we had the prequel triptych (1999-2005). Now, after a delay of another 10 years which has been particularly painful for fans to endure, we arrive at the beginning of the sequel triplet. George Lucas, who conceived the whole project and directed and wrote four of the six previous films, is no longer on the scene, having sold the rights to Disney, replaced as guiding spirit by J J Abrams who directed, co-produced and co-wrote. The expectations of fans placed on Abrams have been absolutely immense but this is the man who heroically reinvented the ""Star Trek"" film franchise. So, has he succeeded? Most assuredly and satisfyingly - but at a certain price."
1214,8,"Some New Ideas, but Not Nearly Enough","I was definitely excited for this movie, as were most people. When I finally did see it I was a little disappointed. "
1215,9,"Don't listen to the nitpickers, this film is a thrill ride","After reading reviews on here, it stuck me that the majority are negative?? I saw TFA last night and I have to say I loved it! "
1216,10,Amazing,"When it comes to SCFI movies I not really pleased but Star wars is by far the best I have been I huge fan of the series ever since I first watch episode 1 that was released back in 1999 with that annoying character jar jar binks which every one hates but I like. This movie is by far a great follow up too the last six films. This movie has great moments in it which I love. BB8 is wonderful as a new character and member to the star wars gang, he has mix of R2D2 and C3po in him which is what I love about his character. overall this is movie you should watch if you are in the mood "
1217,10,Too Much Hate than it's being given!!!,I think this movie gets way too much hate from fans. They say it's too similar to the original Star Wars film. 
1218,6,The War is Salvaged: Episode VII,"A deserved Billion Dollar movie? Absolutely not. A deserved Record Breaking movie? Again, not a chance."
1219,9,Finally a real Star Wars movie!,"The first real Star Wars movie since Return of the Jedi, and better than the aforementioned. Not better than IV or V, but a solid/excellent member of the franchise."
1220,6,"Poorly written, uninspired Disney cash in.","In late 2014, a trailer for the first Disney Star Wars was released, teasing new characters, planets and a promise of adventure, 10 years after the release of Episode III."
1221,10,The story continues,"Some one once asked me if I liked one of the prequel films, I cant remember which it was but thats irrelevant to my feelings, to me it was just another bit in a very long story, a story I have lived with for nearly forty years, so any episode is just another bit of that story and accepting the first trilogy as worthwhile means any before and afters are simply backing up that original concept . There is no book , there is no founding tradition beyond those first three films so whatever happens we are stuck with what the guys with finance give us its that simple . Its a franchise still evolving unlike bond or the bible we don't have a back reference point beyond the Lucas imagining of Ep4. All that said I enjoyed this awakening but with the success of the star trek revamp I was fairly sure JJA would do a professional and thoughtful job of continuing the saga satisfactorily. In minutia, I thought all the cast performances were excellent. new and old well blended. The sfx were superb, but what else would we expect.The production values beyond the sky and the emotional content almost too much to bear at times. I confess I didn't 'get' all the script and I doubt many 12 year olds will but for me a few more viewings should sort that out. I thought period continuity was really cleaver and gave me great comfort at times. I hesitate to say, just go and see it but I think you wont be disappointed if you do and then you can talk about it with all the rest of the world, although 20 years ago I did meet a man who didn't know what Star Wars was, quite refreshing but unlikely to happen ever again in my life!!!"
1222,7,"Short on originality, but made with enough quality to be encouraging","After much reluctance, I have decided to present my basic thoughts on the much anticipated (and polarizing) new installment of ""Star Wars"". I'm not going to go through any formalities or introductions for this franchise or its cultural impact, nor should I have to. Anyone reading this should have a sufficient understanding of such things. The fundamental question on the minds of the masses is whether ""The Force Awakens"" succeeds as the initiatory chapter in a new story, and for me the answer is, mostly, ""yes""."
1223,1,Star Wars Broken Not Awoken,"With hope that Disney would not ruin this movie as the done many others, I hoped that this one would one of the few Disney movies that was good. I was so disappointed already when the episode 7 text rolled over the screen. This would make anyone with some circulation think that it was to continue off where episode 6 ended or at least have some links to it. No this is a totally Disney project of moneymaking nothing else. There is no force, no logic, no humour, no drama, just a mindless chase movie that is slightly more fun to watch than a dog running after it's tail. The essence of star wars is not present with exception the scenes where Harrison Ford was in. It was Han Solo and that was about the only good thing about the movie. They should have made episode 12, reboot and exclude the old characters as the storyline is broken and full of holes that can fit a death star in it. For the love of god, another death star? Oh sry death planet.. they made such a good scenery and costumes for the movie, but it's just empty. The movie would be better without any dialouges at all as this is the worst I have seen in ages for a high budget movie. I give it 1 because one point for good scenery, cgi and costumes. The rest is mindless junk, but that is what sells sadly. This was the end of the Star Wars for me. The circle is now complete. Sad ending to such a good saga."
1224,,"A real blast at the movies, but not without faults","I've been waiting since 1983 to know what this gang gets up to after Return of the Jedi. The prequels are stone cold awful... Ep III being the least poorly done. I sat down at the theater with my 2 kids, with a full 12 months of hype and product placement in my mind."
1225,8,Back to a winning formula,"The first Star Wars movie, ""Episode III: A New Hope,"" set the pattern, characters, plot, and setting for all subsequent ""episodes."" With ""A New Hope"" being by far the best of the lot, it made sense for the producers, after losing sight of what made that such a fantastic film (great visuals, not taking itself too seriously, classic good guys vs. bad guys, action-packed climax, etc.) to try to go back to that winning formula. The new story has a lot of ""in jokes"" which someone who hasn't seen Episode III wouldn't get. It also has certain character roles repeated with slight twists, i.e. social misfit who's real adventurous and skilled with weapons-Luke Skywalker in the first movie, Rey in this one - except Rey is female. Death Star as center of villainy in the first film, super giant Death Star in the same role this time. X-Wing fighters blowup Death Star using plans smuggled to them by a cute droid: R2D2 in the first film, BB-8 in this one. The list goes on and on, but at least the script and editing are good enough to make the story entertaining, if somewhat repetitive. Many inconsistencies bothered me but one in particular. When someone is handing a light saber to another person, shouldn't it be handle first? That rule applies to guns, knives, and other dangerous elements but that doesn't stop Rey from handing the weapon blade-first to Kylo Ren. (I think Han Solo should have thought of that also when he was trying to get Kylo Ren to switch sides, with disastrous results, for Han.)"
1226,10,Appeal for Justice for Non-Jedis and Ordinary people,"The creators of the story should have done a little more justice to the character of Han Solo. As I could see Han Solo had a very troubled life. Most part of his life was spent in fighting. To me he seems to be the real hero of the story rather than the great Jedi's or Dark warriors. Didn't he deserve a better ending. He was an ordinary man. He never seemed to get the treatment he deserved from his wife. But that's OK most relationships in real life are like that. No father should ever have to die by their son's hand especially when he loves his child. Han Solo was never strong with the force although he had witnessed its usage and power. He didn't even know the way to come back from dead. Like the great Jedis Anakin, Obiwan, and Yoda. They had found a path to commune with the living men and disciples even after their death. "
1227,9,Good Job JJ! (non-SPOILER review),"I managed to FINALLY get around to seeing this long-anticipated 7th installment in the franchise over the holidays. I realize most have seen this already, but I'll still try to do a ""non-SPOILER"" review if possible. "
1228,8,I've got a good feeling about this.,The force is strong with this one.
1229,6,"Not a masterpiece, not original, but it's authentic and exciting","You know what you're going to get with J.J. Abrams: an effective and entertaining blockbuster, never short on excitement and rarely failing to succeed in its goals - because it never strays far from a pretty basic formula."
1230,10,Great Reboot to introduce to new audiences,Great entertaining film which tied together old characters and storyline with the new next generation of characters.
1231,7,Star Wars - The JJ Style,I really had a great expectations on Star Wars: The Force Awakens which directed by JJ. Especially JJ is one of the great director who best in sci-fi.
1232,9,Star Wars: The Force Awakens - A Review by Nathan Fischer,"Star Wars has never been as huge as it is today. That's saying a lot. The universe George Lucas originally created has only gotten bigger since the release of A New Hope. Now Disney and JJ Abrams brings us the next installment, The Force Awakens. For many fans, this is a way to right what the prequels did wrong. Well fans can breath a sigh of relief. This is the Star Wars movie we have all been waiting for. I'm not going to go in to huge plot details here in case there are readers who have not seen the film. But by no means will this be spoiler free. That is a warning."
1233,7,"Haters will hate, no cure for that","I spent the last half an hour reading first few dozens of reviews on IMDb. Every single one was bashing with the rate from 1/10 (big majority) to maximum 4/10. Still, average rating on that same IMDb is 8,1. Conclusion - movie is not at all that bad as they wanna show it. Haters are a minority, but all haters have unbearable urge to bash everything they lay their eyes on, while the rest of us who liked the movie and who are in the huge majority, mostly do not care to write reviews. To be completely honest, most of their arguments against this movie are hard as a rock, it's all facts, but the final result is not a bad movie at all. Haters claim this is plagiarism of original trilogy. True, movie has one of the most appalling lack of originality I have ever seen, but I prefer to consider it reboot of the original trilogy rather than plagiarism. Yes, they made it to get some more money on old fame and, yes, everything in it we saw before, but still, it is nicely done and very entertaining movie. Maybe I fell on targeted nostalgia they cunningly used, but I really really enjoyed this show from the beginning to the very end. I simply loved it."
1234,1,"Boring, VERY BORING and without any magic of its predecessors","The history of Star Wars ends in ""The return of the Jedi"" and that's all. all was said. No doubt about it. The rise and fallen of a hero, and his redemption across her son. there's no more in Star Wars movies."
1235,,MCU is great,"We finally got to watch this fabulous, marvellos, fantastic film. MCU. It is by Mr Disney and Mr Abrams very kind and ncie geniuses.<br /><br />It was funny it was fabulous it was marvellos and we finally saw it because until now every time we go to theatre it is sold out completely and utterly with no chance of tickets. <br /><br />Star Wars: Episode VII - The Force Awakens (2015) is a riot of laughter and full of wars in the stars."
1236,8,Best science fiction film in a long time,I am going to point out first that this film does have a few flaws. But no movie is perfect. J.J. Abrams and Lucasfilm have created a love letter to all the Star Wars fans especially those who loved the Original Trilogy. I would like to point a few positives than I will explain the negatives. 
1237,10,An intriguing bridge between the Prequels and Original Trilogy,"It's back! And this time there's virtually no cheese, no trade embargoes, no long winded Jedi meetings, and no seizure inducing over-used CGI. I noticed that the plot wasn't anything new, but then I also noticed that I wasn't caring about that."
1238,9,Sars Warts,"""New emotions, new exciting faces, new exciting faces wake up. JJ Abrams is reborn a hope that inexplicably had died in the world. Fans! Calm! Jeffrey has done and the best way. Jacob to renovated, improved and matched what has been achieved by George"" "
1239,10,"""We're Home""",The good:
1240,7,Better than the prequel trilogy,"I believe it was 3 years ago when the announcement came that Disney bought the rights to Star Wars and announced that they were making a new trilogy of movies. When I heard this, my thoughts were ""this is a joke"". I continued to hold that thought over that period of time and the hype surrounding the movie was unfathomable. I honestly did not see how it would be possible to continue after the events of Return of the Jedi."
1241,8,Was the hype justified?,"I had the misfortune of watching all 6 previous episodes before viewing this movie. Both trilogies before this had very clear targets. Episodes 4, 5, 6 had the death of the Emperor as main purpose. And it was beautifully scripted and played. Episodes 1, 2, 3 had the creation of Vader as main purpose. Even if I did not appreciate these movies the first time I saw them, viewing them again, with full knowledge of the story, was a surprise really. They had a quite good overarching story, and the evil genius of the emperor was really well portrayed. Creating a conflict in which he was on both sides, it was a good script, and in the midst of action, alongside Anakin, Qui Gon, Yoda, Windu, Obi Wan, you tend to do the same as the Jedi: focus on the task at hand, and wait for the well planned and well played hand of the emperor to develop. Episode 3, and the last scenes were again, quite good. And then comes episode 7. What was decisive for episode 7, was the version of the universe it was set up in. I expected to see a universe more similar to episode 1. Full of life, and freed from the evil empire. I think this was my biggest disappointment. The fact that they made all the fight of such great characters (Luke, Leia, Han Solo, Chewbacca) to be for nothing really. It is disappointing to see a character appeared from nowhere (Snoke) could in 3 decades make all good characters to appear as if they never won. How about a version of the universe in which they had 30 years of peace, and these old characters need no back story because it was peace-time? It makes much more sense than all that non-sense presented as explanations in 2-3 phrases over the duration of the film. Really, what do they plan to do, a 6.5 episode??? There lays the key to the disappointment of most Star Wars fans. And while there is hope for the trilogy, they really need to stop it with blasting Death Stars, especially with 0 planning. It was like a brain-storming over coffee is sufficient to destroy a heavily militarized huge planet. Come. On. I really dislike that they made the movie for kids, and marketed it as a sequel for fans. Think of it. There was no mention of a Death Star in the trailers, nor of this joke character Snoke. If I saw that CGI created pseudo-Sith lord, I probably would have passed on the whole movie. The lack of character development was obvious. I would have preferred a slower story, with no Death Star destroyed in the first episode, but with good characters. Even if we don't know much about her, Rey is the only good thing in the whole story. Kylo Ren for me just did not deliver. Even if he killed Han Solo, he just did not seem credible, even after that. Maybe if he had the mask on all the time. The same can be said about most characters. Harrison Ford was good, but my guess is that he did not want to be involved in the next movies, so they had to take him out of the story. It felt a rushed move. The whole movie is in a hurry actually. Hurry up, quick, there needs to be time to blow up a super weapon after we briefly introduce the characters. To conclude, I think this franchise was conceived with episode 6 as the last episode. The death of Yoda is a symbol to that. I am still hopeful for the future, as probably they have scripted a good finale for the trilogy. But taking episode 7 by itself, it is probably the worst so far. And that should be of concern to Abrams. He may choose to just sell us toys, but it will come at the cost of his name in the business. If he wrecks this up, many people will avoid his movies in the future."
1242,6,They owe us episode 6.5,I was absolutely sure this was going to be an epic failure. Disney. Star Wars. The horrible taste the prequels left us with. 
1243,8,Is this the best Star Wars movie ever?,"This shares a lot of the same structural problems as Episode I, but it's better made, more energetically assembled, and with stronger dialogue which helps make up for it. There are a lot of stories floating around in this thing which obfuscates the emotional core of the film, which does float to the surface by the end, though it's not quite as well built as it could be."
1244,6,"Messy and cluttered, but mostly comes together",I want to like this latest SW episode. I really do. However.... 
1245,4,Myeh.....,"It is difficult to be blasé about Star Wars if you are one of the millions who live with George Lucas' seminal epic rattling around in your brain. Even if you aren't, even if you're only a casual bystander, you still cannot deny that Star Wars is an experience, something special, a mythology given to those of us who were lucky enough to have spent our formative years in the last third of the twentieth century. It is fashionable to make fun of it, but those who dismiss it overlook its impact. Look at the movies you've been attending for the last three decades; look at the video games; look at the storytelling. It owes something to Star Wars."
1246,,"Yeah, it has problems, but the force is still with this series . . .","Saw this yesterday and I still have a good feeling from it, and can't stop listening to the soundtrack. I enjoyed every minute of it: the drama, the humor, the old and new, the special effects, and the overall energy and emotions that the movie transmits. "
1247,10,Really enjoyed it,"Episode VII in the ""Star Wars"" saga serves to reunite some of our favorite characters (and actors) from the very first film of 1977. Harrison Ford is back as Han Solo, as is Carrie Fisher as the Princess Leia Organa. Mark Hamill has a cameo appearance as Luke Skywalker."
1248,9,The $2 Billion Reboot,"The opening of ""Star Wars: The Force Awakens"" (PG-13, 2:15) was a big deal. That's right. I just won the Captain Obvious Award AND the Understatement of the Year Award – at the same time! (Yay, me!) But seriously, allow me to elaborate. How many movie openings see a significant percentage of Movie Fans show up to the theater in costume? How many films make people feel that they need to buy their tickets online as much as eight weeks in advance (as the Movie Fan Facebook Page staff did)? How many cinematic experiences generate a level of anticipation bordering on a heart palpitation? A movie that does things like this is called an ""event movie"", but ""Episode VII"" is the event movie to beat all event movies. The desire to see the film's latest trailers (which started coming out over a year before its release) could've broken the internet. Advanced ticket sales reached a record-shattering $100 million dollars in the U.S. and also set new records in Canada, the U.K. and Germany. And that's just the tip of the Millennium Falcon. All that pre-release hype is a lot to live up to! Did the movie do it? Read on I'll get to my summary and evaluation of the movie soon, but first, here are a couple things that I will NOT do. With apologies to all who have lived in caves for the previous 40 years or so, and anyone literally born yesterday, I'm not going to spend precious time and space recounting the ""Star Wars"" phenomenon or the major plot points of the previous six films. (That's what Wikipedia is for.) I also won't give as many details of the film's plot as I usually do. Since so many fans have so many questions and there's so much speculation about what (and who) is in this movie, even a moderate amount of detail would cross over into Spoiler Land, a country that I'm loathe to visit. Here's what I CAN tell you The story of ""Star Wars: The Force Awakens"" begins about 30 years after the events of 1983's ""Star Wars Episode VI: Return of the Jedi"". Luke Skywalker is the last remaining Jedi – and he's gone missing. The Galactic Empire that was destroyed at the end of the previous film in the franchise's chronology has been replaced by ""The First Order"" and the erstwhile Rebel Alliance by ""The Resistance"". Both groups are desperate to find Luke. The Resistance wants him to train more Jedi in order to check the rise of The First Order. The First Order believes that the killing of the last living Jedi is essential to their goal of galactic domination. Now, before this starts sounding completely like a two and a quarter hour outer-space version of ""Where's Waldo?"", here are a few other things you'll see in this movie This film brings back most of the main characters who were alive and still breathing (or, functioning – in the case of the droids) – mostly played by the original actors, while introducing a new generation of rivals, both good and evil. Daisy Ridley plays Rey, a scavenger on the desert planet of Jakku. She spends her time in what looks like a junkyard filled with crashed and discarded vehicles from Episodes 4-6 and she harvests what parts she can to sell to a junk dealer to get enough food to survive. John Boyega plays a character who comes to be called Finn, a young man who's conflicted about where his loyalties lie, but who ends up joining forces with Rey on a mission – slash – adventure more dangerous and important than either of them ever imagined or even desired. Both characters also find themselves in league with Poe Dameron (Oscar Isaac), known as the best pilot in the galaxy. Following the template that George Lucas laid down in those original three films, J.J. Abrams, the new franchise co-writer (along with series veteran Lawrence Kasdan) and director, seems to have established these three characters roughly in the mold of strong woman Leia Organa (Rey), reluctant warrior Luke Skywalker (Finn) and cocky rogue Han Solo (Poe). At the same time, the characters on the Dark Side of the Force have their successors too."
1249,8,"""Star Wars: The Force Awakens"" is a skillful blend of the old and the new which should more than satisfy most fans of the franchise.","Thank you Mr. Abrams, Mr. Kazdan, cast and crew for taking me back to the joy and wonder of the first Star Wars film. My wife and I were giddy with happiness and emotions bringing us to tears several times. We forgot how a popcorn movie can entertain and still touch you inside. It was a genuine roller coaster tribute to sci-fi, fantasy, romance, action, adventure, drama, thriller movies of many decades past. And I loved all the references to scenes, characters, one-liners and situation of the original paired with special effects in service of the story. The new young actors are real discoveries and the polished pros also turn in those subtle human performances that make us care. It reminds me of the magic that movies can have, universal and intimately personal -- all in the dark in a room filled with strangers for two hours we share a common experience... which only adds to the humanity in us all. Finally, it fills us with hope that good will defeat evil and what's wrong with that?"
1250,10,WOW! It's like finding your lost best friend from 38 years ago and it's better!,"Star Wars: The Force Awakens is easily the fourth best movie of the franchise. It fits in just below the original series, but it is definitely better than any of the prequels. The acting is well done (unlike the prequels), and it offers a good mix of practical effects and CGI. This film isn't without its faults, but it continues the story in a compelling way that feels like a natural continuation of the saga. I would happily watch this movie again and I would gladly add it to my movie collection."
1251,7,Easily the fourth best movie of the franchise,"I'll share this review, Tirso Borja Medina is the real author. But I sharing his review, because I am 100% in agree with it."
1252,10,A wonderful movie... An absolute epic film... STAR WARS IS BACK BABY!,"The smartest restart or sequel, from plot to character to various prop details, full tribute. Let the film not only be a science fiction film, but a focus on time and memories."
1253,7,good,"Thirty years after the defeat of the Galactic Empire, Han Solo (Harrison Ford) and his young allies face a new threat from the evil Kylo Ren (Adam Driver) and the First Order."
